aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,taxi_fuel,reserve_fuel,save_plot,initial_fuel_lb,status,error_message,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,achieved_alt_ft,altitude_limited,achieved_mach,mach_limited
CJ1,Flatwing,0,-10,35000,0.63,821,100,600,False,2729,ok,,414.79934103789685,80,1138,35001,416,35001,False,0.6288927858741005,True
CJ1,Tamarack,0,-10,35000,0.63,841,100,600,False,2630,ok,,374.6243284278648,74,1036,35003,416,35003,False,0.6288927858741005,True
CJ1,Flatwing,0,-10,35000,0.63,986,100,600,False,2564,ok,,337.72128386598916,67,970,35001,416,35001,False,0.6288927858741005,True
CJ1,Tamarack,0,-10,35000,0.63,1051,100,600,False,2420,ok,,274.2289427279544,57,822,35003,416,35003,False,0.6288927858741005,True
CJ1,Flatwing,0,-10,35000,0.63,1150,100,600,False,2400,ok,,261.6548287808007,54,803,35001,416,35001,False,0.6288927858741005,True
CJ1,Tamarack,0,-10,35000,0.63,1261,100,600,False,2210,ok,,187.45926971311562,43,628,35003,337,35003,False,0.5094636270182016,True
CJ1,Tamarack,0,-10,35000,0.63,1471,100,600,False,2000,ok,,187.45926971311562,43,628,35003,337,35003,False,0.5094636270182016,True
CJ1,Flatwing,0,0,35000,0.63,0,100,600,False,3440,ok,,777.7938149827556,140,1859,35008,416,35008,False,0.6288927858741005,True
CJ1,Tamarack,0,0,35000,0.63,0,100,600,False,3440,ok,,794.1409818834879,143,1857,35008,416,35008,False,0.6288927858741005,True
CJ1,Flatwing,0,0,35000,0.63,164,100,600,False,3386,ok,,747.0688182896225,135,1802,35003,416,35003,False,0.6288927858741005,True
CJ1,Tamarack,0,0,35000,0.63,210,100,600,False,3261,ok,,702.7064541633254,128,1674,35001,416,35001,False,0.6288927858741005,True
CJ1,Flatwing,0,0,35000,0.63,329,100,600,False,3221,ok,,666.3627507767629,121,1635,35003,416,35003,False,0.6288927858741005,True
CJ1,Tamarack,0,0,35000,0.63,420,100,600,False,3051,ok,,597.7983004329196,111,1462,35001,416,35001,False,0.6288927858741005,True
CJ1,Flatwing,0,0,35000,0.63,493,100,600,False,3057,ok,,585.6536970639135,108,1468,35003,416,35003,False,0.6288927858741005,True
CJ1,Tamarack,0,0,35000,0.63,631,100,600,False,2840,ok,,491.87866319320364,93,1247,35001,416,35001,False,0.6288927858741005,True
CJ1,Flatwing,0,0,35000,0.63,657,100,600,False,2893,ok,,505.95495902074947,95,1302,35003,416,35003,False,0.6288927858741005,True
CJ1,Flatwing,0,0,35000,0.63,821,100,600,False,2729,ok,,427.2620766350144,82,1137,35003,416,35003,False,0.6288927858741005,True
CJ1,Tamarack,0,0,35000,0.63,841,100,600,False,2630,ok,,387.97807485524237,76,1036,35001,416,35001,False,0.6288927858741005,True
