# Flight Simulation Results - CJ1 Tamarack
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 37000 ft
# Winds/Temps Source: No Wind
# Generated: 2025-11-25 12:06:26
# Original Data Points: 1330
# Sampled Data Points (5-sec intervals): 1330
# Time Range: 0 - 10225 seconds
# Exact 5-second intervals, no skipped rows
# 
Time (s),Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%)
1792,37012,129.2,355,189,0,979,864,9709,2730,705,0.619,0.0
1796,37012,129.7,356,190,0,979,868,9708,2729,705,0.62,0.0
1806,37012,130.7,356,190,0,870,870,9707,2728,1253,0.62,0.0
1817,37012,131.7,356,190,0,870,870,9705,2726,1253,0.62,0.0
1827,37012,132.6,356,190,0,870,870,9703,2724,1253,0.62,0.0
1836,37012,133.6,356,190,0,870,870,9701,2722,1253,0.62,0.0
1846,37012,134.6,356,190,0,870,870,9700,2721,1253,0.62,0.0
1856,37012,135.6,356,190,0,870,870,9698,2719,1253,0.62,0.0
1866,37012,136.6,356,190,0,870,870,9696,2717,1253,0.62,0.0
1876,37012,137.6,356,190,0,870,870,9694,2715,1253,0.62,0.0
1886,37012,138.6,356,190,0,870,870,9693,2714,1253,0.62,0.0
1896,37012,139.6,356,190,0,870,870,9691,2712,1253,0.62,0.0
1906,37012,140.5,356,190,0,870,870,9689,2710,1253,0.62,0.0
1916,37012,141.5,356,190,0,870,870,9687,2708,1253,0.62,0.0
1927,37012,142.5,356,190,0,870,870,9686,2707,1253,0.62,0.0
1937,37012,143.5,356,190,0,870,870,9684,2705,1253,0.62,0.0
1947,37012,144.5,356,190,0,870,870,9682,2703,1253,0.62,0.0
1956,37012,145.5,356,190,0,870,870,9681,2702,1253,0.62,0.0
1966,37012,146.5,356,190,0,870,870,9679,2700,1252,0.62,0.0
1976,37012,147.5,356,190,0,870,870,9677,2698,1252,0.62,0.0
1986,37012,148.4,356,190,0,870,870,9675,2696,1252,0.62,0.0
1996,37012,149.4,356,190,0,870,870,9674,2695,1252,0.62,0.0
2006,37012,150.4,356,190,0,870,870,9672,2693,1252,0.62,0.0
2016,37012,151.4,356,190,0,870,870,9670,2691,1252,0.62,0.0
2026,37012,152.4,356,190,0,870,870,9668,2689,1252,0.62,0.0
2037,37012,153.4,356,190,0,869,869,9667,2688,1252,0.62,0.0
2047,37012,154.4,356,190,0,869,869,9665,2686,1252,0.62,0.0
2056,37012,155.4,356,190,0,869,869,9663,2684,1252,0.62,0.0
2066,37012,156.3,356,190,0,869,869,9661,2682,1252,0.62,0.0
2076,37012,157.3,356,190,0,869,869,9660,2681,1252,0.62,0.0
2086,37012,158.3,356,190,0,869,869,9658,2679,1252,0.62,0.0
2096,37012,159.3,356,190,0,869,869,9656,2677,1252,0.62,0.0
2106,37012,160.3,356,190,0,869,869,9654,2675,1252,0.62,0.0
2116,37012,161.3,356,190,0,869,869,9653,2674,1252,0.62,0.0
2126,37012,162.3,356,190,0,869,869,9651,2672,1251,0.62,0.0
2136,37012,163.3,356,190,0,869,869,9649,2670,1251,0.62,0.0
2146,37012,164.3,356,190,0,869,869,9647,2668,1251,0.62,0.0
2156,37012,165.2,356,190,0,869,869,9646,2667,1251,0.62,0.0
2166,37012,166.2,356,190,0,869,869,9644,2665,1251,0.62,0.0
2176,37012,167.2,356,190,0,869,869,9642,2663,1251,0.62,0.0
2186,37012,168.2,356,190,0,869,869,9641,2662,1251,0.62,0.0
2196,37012,169.2,356,190,0,869,869,9639,2660,1251,0.62,0.0
2206,37012,170.2,356,190,0,869,869,9637,2658,1251,0.62,0.0
2216,37012,171.2,356,190,0,869,869,9635,2656,1251,0.62,0.0
2226,37012,172.2,356,190,0,869,869,9634,2655,1251,0.62,0.0
2236,37012,173.1,356,190,0,869,869,9632,2653,1251,0.62,0.0
2246,37012,174.1,356,190,0,869,869,9630,2651,1251,0.62,0.0
2256,37012,175.1,356,190,0,869,869,9628,2649,1251,0.62,0.0
2266,37012,176.1,356,190,0,868,868,9627,2648,1251,0.62,0.0
2276,37012,177.1,356,190,0,868,868,9625,2646,1251,0.62,0.0
2286,37012,178.1,356,190,0,868,868,9623,2644,1250,0.62,0.0
2296,37012,179.1,356,190,0,868,868,9621,2642,1250,0.62,0.0
2306,37012,180.1,356,190,0,868,868,9620,2641,1250,0.62,0.0
2316,37012,181.0,356,190,0,868,868,9618,2639,1250,0.62,0.0
2326,37012,182.0,356,190,0,868,868,9616,2637,1250,0.62,0.0
2336,37012,183.0,356,190,0,868,868,9614,2635,1250,0.62,0.0
2346,37012,184.0,356,190,0,868,868,9613,2634,1250,0.62,0.0
2356,37012,185.0,356,190,0,868,868,9611,2632,1250,0.62,0.0
2366,37012,186.0,356,190,0,868,868,9609,2630,1250,0.62,0.0
2376,37012,187.0,356,190,0,868,868,9608,2629,1250,0.62,0.0
2386,37012,188.0,356,190,0,868,868,9606,2627,1250,0.62,0.0
2396,37012,188.9,356,190,0,868,868,9604,2625,1250,0.62,0.0
2406,37012,189.9,356,190,0,868,868,9602,2623,1250,0.62,0.0
2416,37012,190.9,356,190,0,868,868,9601,2622,1250,0.62,0.0
2426,37012,191.9,356,190,0,868,868,9599,2620,1250,0.62,0.0
2436,37012,192.9,356,190,0,868,868,9597,2618,1250,0.62,0.0
2446,37012,193.9,356,190,0,868,868,9595,2616,1249,0.62,0.0
2456,37012,194.9,356,190,0,868,868,9594,2615,1249,0.62,0.0
2466,37012,195.9,356,190,0,868,868,9592,2613,1249,0.62,0.0
2476,37012,196.8,356,190,0,868,868,9590,2611,1249,0.62,0.0
2486,37012,197.8,356,190,0,868,868,9588,2609,1249,0.62,0.0
2496,37012,198.8,356,190,0,867,867,9587,2608,1249,0.62,0.0
2506,37012,199.8,356,190,0,867,867,9585,2606,1249,0.62,0.0
2516,37012,200.8,356,190,0,867,867,9583,2604,1249,0.62,0.0
2526,37012,201.8,356,190,0,867,867,9581,2602,1249,0.62,0.0
2536,37012,202.8,356,190,0,867,867,9580,2601,1249,0.62,0.0
2546,37012,203.8,356,190,0,867,867,9578,2599,1249,0.62,0.0
2556,37012,204.7,356,190,0,867,867,9576,2597,1249,0.62,0.0
2566,37012,205.7,356,190,0,867,867,9575,2596,1249,0.62,0.0
2576,37012,206.7,356,190,0,867,867,9573,2594,1249,0.62,0.0
2586,37012,207.7,356,190,0,867,867,9571,2592,1249,0.62,0.0
2596,37012,208.7,356,190,0,867,867,9569,2590,1249,0.62,0.0
2606,37012,209.7,356,190,0,867,867,9568,2589,1248,0.62,0.0
2616,37012,210.7,356,190,0,867,867,9566,2587,1248,0.62,0.0
2626,37012,211.7,356,190,0,867,867,9564,2585,1248,0.62,0.0
2636,37012,212.7,356,190,0,867,867,9562,2583,1248,0.62,0.0
2646,37012,213.6,356,190,0,867,867,9561,2582,1248,0.62,0.0
2656,37012,214.6,356,190,0,867,867,9559,2580,1248,0.62,0.0
2666,37012,215.6,356,190,0,867,867,9557,2578,1248,0.62,0.0
2676,37012,216.6,356,190,0,867,867,9555,2576,1248,0.62,0.0
2686,37012,217.6,356,190,0,867,867,9554,2575,1248,0.62,0.0
2696,37012,218.6,356,190,0,867,867,9552,2573,1248,0.62,0.0
2706,37012,219.6,356,190,0,867,867,9550,2571,1248,0.62,0.0
2716,37012,220.6,356,190,0,867,867,9549,2570,1248,0.62,0.0
2726,37012,221.5,356,190,0,866,866,9547,2568,1248,0.62,0.0
2736,37012,222.5,356,190,0,866,866,9545,2566,1248,0.62,0.0
2746,37012,223.5,356,190,0,866,866,9543,2564,1248,0.62,0.0
2756,37012,224.5,356,190,0,866,866,9542,2563,1248,0.62,0.0
2766,37012,225.5,356,190,0,866,866,9540,2561,1247,0.62,0.0
2776,37012,226.5,356,190,0,866,866,9538,2559,1247,0.62,0.0
2786,37012,227.5,356,190,0,866,866,9536,2557,1247,0.62,0.0
2796,37012,228.5,356,190,0,866,866,9535,2556,1247,0.62,0.0
2806,37012,229.4,356,190,0,866,866,9533,2554,1247,0.62,0.0
2816,37012,230.4,356,190,0,866,866,9531,2552,1247,0.62,0.0
2826,37012,231.4,356,190,0,866,866,9529,2550,1247,0.62,0.0
2836,37012,232.4,356,190,0,866,866,9528,2549,1247,0.62,0.0
2846,37012,233.4,356,190,0,866,866,9526,2547,1247,0.62,0.0
2856,37012,234.4,356,190,0,866,866,9524,2545,1247,0.62,0.0
2866,37012,235.4,356,190,0,866,866,9523,2544,1247,0.62,0.0
2876,37012,236.4,356,190,0,866,866,9521,2542,1247,0.62,0.0
2886,37012,237.3,356,190,0,866,866,9519,2540,1247,0.62,0.0
2896,37012,238.3,356,190,0,866,866,9517,2538,1247,0.62,0.0
2906,37012,239.3,356,190,0,866,866,9516,2537,1247,0.62,0.0
2916,37012,240.3,356,190,0,866,866,9514,2535,1247,0.62,0.0
2926,37012,241.3,356,190,0,866,866,9512,2533,1247,0.62,0.0
2936,37012,242.3,356,190,0,866,866,9510,2531,1246,0.62,0.0
2946,37012,243.3,356,190,0,866,866,9509,2530,1246,0.62,0.0
2956,37012,244.3,356,190,0,866,866,9507,2528,1246,0.62,0.0
2966,37012,245.2,356,190,0,865,865,9505,2526,1246,0.62,0.0
2976,37012,246.2,356,190,0,865,865,9504,2525,1246,0.62,0.0
2986,37012,247.2,356,190,0,865,865,9502,2523,1246,0.62,0.0
2996,37012,248.2,356,190,0,865,865,9500,2521,1246,0.62,0.0
3006,37012,249.2,356,190,0,865,865,9498,2519,1246,0.62,0.0
3016,37012,250.2,356,190,0,865,865,9497,2518,1246,0.62,0.0
3026,37012,251.2,356,190,0,865,865,9495,2516,1246,0.62,0.0
3036,37012,252.2,356,190,0,865,865,9493,2514,1246,0.62,0.0
3046,37012,253.1,356,190,0,865,865,9491,2512,1246,0.62,0.0
3056,37012,254.1,356,190,0,865,865,9490,2511,1246,0.62,0.0
3066,37012,255.1,356,190,0,865,865,9488,2509,1246,0.62,0.0
3076,37012,256.1,356,190,0,865,865,9486,2507,1246,0.62,0.0
3086,37012,257.1,356,190,0,865,865,9484,2505,1246,0.62,0.0
3096,37012,258.1,356,190,0,865,865,9483,2504,1245,0.62,0.0
3106,37012,259.1,356,190,0,865,865,9481,2502,1245,0.62,0.0
3116,37012,260.1,356,190,0,865,865,9479,2500,1245,0.62,0.0
3126,37012,261.1,356,190,0,865,865,9478,2499,1245,0.62,0.0
3136,37012,262.0,356,190,0,865,865,9476,2497,1245,0.62,0.0
3146,37012,263.0,356,190,0,865,865,9474,2495,1245,0.62,0.0
3156,37012,264.0,356,190,0,865,865,9472,2493,1245,0.62,0.0
3166,37012,265.0,356,190,0,865,865,9471,2492,1245,0.62,0.0
3176,37012,266.0,356,190,0,865,865,9469,2490,1245,0.62,0.0
3186,37012,267.0,356,190,0,865,865,9467,2488,1245,0.62,0.0
3196,37012,268.0,356,190,0,864,864,9465,2486,1245,0.62,0.0
3206,37012,269.0,356,190,0,864,864,9464,2485,1245,0.62,0.0
3216,37012,269.9,356,190,0,864,864,9462,2483,1245,0.62,0.0
3226,37012,270.9,356,190,0,864,864,9460,2481,1245,0.62,0.0
3236,37012,271.9,356,190,0,864,864,9459,2480,1245,0.62,0.0
3246,37012,272.9,356,190,0,864,864,9457,2478,1245,0.62,0.0
3256,37012,273.9,356,190,0,864,864,9455,2476,1244,0.62,0.0
3266,37012,274.9,356,190,0,864,864,9453,2474,1244,0.62,0.0
3276,37012,275.9,356,190,0,864,864,9452,2473,1244,0.62,0.0
3286,37012,276.9,356,190,0,864,864,9450,2471,1244,0.62,0.0
3296,37012,277.8,356,190,0,864,864,9448,2469,1244,0.62,0.0
3306,37012,278.8,356,190,0,864,864,9446,2467,1244,0.62,0.0
3316,37012,279.8,356,190,0,864,864,9445,2466,1244,0.62,0.0
3326,37012,280.8,356,190,0,864,864,9443,2464,1244,0.62,0.0
3336,37012,281.8,356,190,0,864,864,9441,2462,1244,0.62,0.0
3346,37012,282.8,356,190,0,864,864,9440,2461,1244,0.62,0.0
3356,37012,283.8,356,190,0,864,864,9438,2459,1244,0.62,0.0
3366,37012,284.8,356,190,0,864,864,9436,2457,1244,0.62,0.0
3376,37012,285.7,356,190,0,864,864,9434,2455,1244,0.62,0.0
3386,37012,286.7,356,190,0,864,864,9433,2454,1244,0.62,0.0
3396,37012,287.7,356,190,0,864,864,9431,2452,1244,0.62,0.0
3406,37012,288.7,356,190,0,864,864,9429,2450,1244,0.62,0.0
3416,37012,289.7,356,190,0,864,864,9427,2448,1244,0.62,0.0
3426,37012,290.7,356,190,0,864,864,9426,2447,1243,0.62,0.0
3436,37012,291.7,356,190,0,863,863,9424,2445,1243,0.62,0.0
3446,37012,292.7,356,190,0,863,863,9422,2443,1243,0.62,0.0
3456,37012,293.6,356,190,0,863,863,9421,2442,1243,0.62,0.0
3466,37012,294.6,356,190,0,863,863,9419,2440,1243,0.62,0.0
3476,37012,295.6,356,190,0,863,863,9417,2438,1243,0.62,0.0
3486,37012,296.6,356,190,0,863,863,9415,2436,1243,0.62,0.0
3496,37012,297.6,356,190,0,863,863,9414,2435,1243,0.62,0.0
3506,37012,298.6,356,190,0,863,863,9412,2433,1243,0.62,0.0
3516,37012,299.6,356,190,0,863,863,9410,2431,1243,0.62,0.0
3526,37012,300.6,356,190,0,863,863,9408,2429,1243,0.62,0.0
3536,37012,301.5,356,190,0,863,863,9407,2428,1243,0.62,0.0
3546,37012,302.5,356,190,0,863,863,9405,2426,1243,0.62,0.0
3556,37012,303.5,356,190,0,863,863,9403,2424,1243,0.62,0.0
3566,37012,304.5,356,190,0,863,863,9402,2423,1243,0.62,0.0
3576,37012,305.5,356,190,0,863,863,9400,2421,1243,0.62,0.0
3586,37012,306.5,356,190,0,863,863,9398,2419,1242,0.62,0.0
3596,37012,307.5,356,190,0,863,863,9396,2417,1242,0.62,0.0
3606,37012,308.5,356,190,0,863,863,9395,2416,1242,0.62,0.0
3616,37012,309.4,356,190,0,863,863,9393,2414,1242,0.62,0.0
3626,37012,310.4,356,190,0,863,863,9391,2412,1242,0.62,0.0
3636,37012,311.4,356,190,0,863,863,9389,2410,1242,0.62,0.0
3646,37012,312.4,356,190,0,863,863,9388,2409,1242,0.62,0.0
3656,37012,313.4,356,190,0,863,863,9386,2407,1242,0.62,0.0
3666,37012,314.4,356,190,0,862,862,9384,2405,1242,0.62,0.0
3676,37012,315.4,356,190,0,862,862,9383,2404,1242,0.62,0.0
3686,37012,316.4,356,190,0,862,862,9381,2402,1242,0.62,0.0
3696,37012,317.4,356,190,0,862,862,9379,2400,1242,0.62,0.0
3706,37012,318.3,356,190,0,862,862,9377,2398,1242,0.62,0.0
3716,37012,319.3,356,190,0,862,862,9376,2397,1242,0.62,0.0
3726,37012,320.3,356,190,0,862,862,9374,2395,1242,0.62,0.0
3736,37012,321.3,356,190,0,862,862,9372,2393,1242,0.62,0.0
3746,37012,322.3,356,190,0,862,862,9371,2392,1242,0.62,0.0
3756,37012,323.3,356,190,0,862,862,9369,2390,1241,0.62,0.0
3766,37012,324.3,356,190,0,862,862,9367,2388,1241,0.62,0.0
3776,37012,325.3,356,190,0,862,862,9365,2386,1241,0.62,0.0
3787,37012,326.2,356,190,0,862,862,9364,2385,1241,0.62,0.0
3797,37012,327.2,356,190,0,862,862,9362,2383,1241,0.62,0.0
3807,37012,328.2,356,190,0,862,862,9360,2381,1241,0.62,0.0
3817,37012,329.2,356,190,0,862,862,9358,2379,1241,0.62,0.0
3827,37012,330.2,356,190,0,862,862,9357,2378,1241,0.62,0.0
3836,37012,331.2,356,190,0,862,862,9355,2376,1241,0.62,0.0
3846,37012,332.2,356,190,0,862,862,9353,2374,1241,0.62,0.0
3856,37012,333.2,356,190,0,862,862,9352,2373,1241,0.62,0.0
3866,37012,334.1,356,190,0,862,862,9350,2371,1241,0.62,0.0
3876,37012,335.1,356,190,0,862,862,9348,2369,1241,0.62,0.0
3886,37012,336.1,356,190,0,862,862,9346,2367,1241,0.62,0.0
3896,37012,337.1,356,190,0,862,862,9345,2366,1241,0.62,0.0
3906,37012,338.1,356,190,0,861,861,9343,2364,1241,0.62,0.0
3916,37012,339.1,356,190,0,861,861,9341,2362,1240,0.62,0.0
3926,37012,340.1,356,190,0,861,861,9339,2360,1240,0.62,0.0
3936,37012,341.1,356,190,0,861,861,9338,2359,1240,0.62,0.0
3946,37012,342.0,356,190,0,861,861,9336,2357,1240,0.62,0.0
3956,37012,343.0,356,190,0,861,861,9334,2355,1240,0.62,0.0
3966,37012,344.0,356,190,0,861,861,9333,2354,1240,0.62,0.0
3976,37012,345.0,356,190,0,861,861,9331,2352,1240,0.62,0.0
3986,37012,346.0,356,190,0,861,861,9329,2350,1240,0.62,0.0
3996,37012,347.0,356,190,0,861,861,9327,2348,1240,0.62,0.0
4007,37012,348.0,356,190,0,861,861,9326,2347,1240,0.62,0.0
4017,37012,349.0,356,190,0,861,861,9324,2345,1240,0.62,0.0
4027,37012,349.9,356,190,0,861,861,9322,2343,1240,0.62,0.0
4037,37012,350.9,356,190,0,861,861,9321,2342,1240,0.62,0.0
4047,37012,351.9,356,190,0,861,861,9319,2340,1240,0.62,0.0
4056,37012,352.9,356,190,0,861,861,9317,2338,1240,0.62,0.0
4066,37012,353.9,356,190,0,861,861,9315,2336,1240,0.62,0.0
4076,37012,354.9,356,190,0,861,861,9314,2335,1240,0.62,0.0
4086,37012,355.9,356,190,0,861,861,9312,2333,1239,0.62,0.0
4096,37012,356.9,356,190,0,861,861,9310,2331,1239,0.62,0.0
4106,37012,357.8,356,190,0,861,861,9308,2329,1239,0.62,0.0
4116,37012,358.8,356,190,0,861,861,9307,2328,1239,0.62,0.0
4126,37012,359.8,356,190,0,861,861,9305,2326,1239,0.62,0.0
4136,37012,360.8,356,190,0,861,861,9303,2324,1239,0.62,0.0
4146,37012,361.8,356,190,0,860,860,9302,2323,1239,0.62,0.0
4156,37012,362.8,356,190,0,860,860,9300,2321,1239,0.62,0.0
4166,37012,363.8,356,190,0,860,860,9298,2319,1239,0.62,0.0
4176,37012,364.8,356,190,0,860,860,9296,2317,1239,0.62,0.0
4186,37012,365.8,356,190,0,860,860,9295,2316,1239,0.62,0.0
4196,37012,366.7,356,190,0,860,860,9293,2314,1239,0.62,0.0
4206,37012,367.7,356,190,0,860,860,9291,2312,1239,0.62,0.0
4216,37012,368.7,356,190,0,860,860,9290,2311,1239,0.62,0.0
4226,37012,369.7,356,190,0,860,860,9288,2309,1239,0.62,0.0
4236,37012,370.7,356,190,0,860,860,9286,2307,1239,0.62,0.0
4246,37012,371.7,356,190,0,860,860,9284,2305,1239,0.62,0.0
4256,37012,372.7,356,190,0,860,860,9283,2304,1238,0.62,0.0
4266,37012,373.7,356,190,0,860,860,9281,2302,1238,0.62,0.0
4276,37012,374.6,356,190,0,860,860,9279,2300,1238,0.62,0.0
4286,37012,375.6,356,190,0,860,860,9278,2299,1238,0.62,0.0
4296,37012,376.6,356,190,0,860,860,9276,2297,1238,0.62,0.0
4306,37012,377.6,356,190,0,860,860,9274,2295,1238,0.62,0.0
4316,37012,378.6,356,190,0,860,860,9272,2293,1238,0.62,0.0
4326,37012,379.6,356,190,0,860,860,9271,2292,1238,0.62,0.0
4336,37012,380.6,356,190,0,860,860,9269,2290,1238,0.62,0.0
4346,37012,381.6,356,190,0,860,860,9267,2288,1238,0.62,0.0
4356,37012,382.5,356,190,0,860,860,9265,2286,1238,0.62,0.0
4366,37012,383.5,356,190,0,860,860,9264,2285,1238,0.62,0.0
4376,37012,384.5,356,190,0,860,860,9262,2283,1238,0.62,0.0
4386,37012,385.5,356,190,0,860,860,9260,2281,1238,0.62,0.0
4396,37012,386.5,356,190,0,859,859,9259,2280,1238,0.62,0.0
4406,37012,387.5,356,190,0,859,859,9257,2278,1238,0.62,0.0
4416,37012,388.5,356,190,0,859,859,9255,2276,1238,0.62,0.0
4426,37012,389.5,356,190,0,859,859,9253,2274,1237,0.62,0.0
4436,37012,390.4,356,190,0,859,859,9252,2273,1237,0.62,0.0
4446,37012,391.4,356,190,0,859,859,9250,2271,1237,0.62,0.0
4456,37012,392.4,356,190,0,859,859,9248,2269,1237,0.62,0.0
4466,37012,393.4,356,190,0,859,859,9247,2268,1237,0.62,0.0
4476,37012,394.4,356,190,0,859,859,9245,2266,1237,0.62,0.0
4486,37012,395.4,356,190,0,859,859,9243,2264,1237,0.62,0.0
4496,37012,396.4,356,190,0,859,859,9241,2262,1237,0.62,0.0
4506,37012,397.4,356,190,0,859,859,9240,2261,1237,0.62,0.0
4516,37012,398.3,356,190,0,859,859,9238,2259,1237,0.62,0.0
4526,37012,399.3,356,190,0,859,859,9236,2257,1237,0.62,0.0
4536,37012,400.3,356,190,0,859,859,9235,2256,1237,0.62,0.0
4546,37012,401.3,356,190,0,859,859,9233,2254,1237,0.62,0.0
4556,37012,402.3,356,190,0,859,859,9231,2252,1237,0.62,0.0
4566,37012,403.3,356,190,0,859,859,9229,2250,1237,0.62,0.0
4576,37012,404.3,356,190,0,859,859,9228,2249,1237,0.62,0.0
4586,37012,405.3,356,190,0,859,859,9226,2247,1237,0.62,0.0
4596,37012,406.2,356,190,0,859,859,9224,2245,1236,0.62,0.0
4606,37012,407.2,356,190,0,859,859,9223,2244,1236,0.62,0.0
4616,37012,408.2,356,190,0,859,859,9221,2242,1236,0.62,0.0
4626,37012,409.2,356,190,0,859,859,9219,2240,1236,0.62,0.0
4636,37012,410.2,356,190,0,858,858,9217,2238,1236,0.62,0.0
4646,37012,411.2,356,190,0,858,858,9216,2237,1236,0.62,0.0
4656,37012,412.2,356,190,0,858,858,9214,2235,1236,0.62,0.0
4666,37012,413.2,356,190,0,858,858,9212,2233,1236,0.62,0.0
4676,37012,414.2,356,190,0,858,858,9211,2232,1236,0.62,0.0
4686,37012,415.1,356,190,0,858,858,9209,2230,1236,0.62,0.0
4696,37012,416.1,356,190,0,858,858,9207,2228,1236,0.62,0.0
4706,37012,417.1,356,190,0,858,858,9205,2226,1236,0.62,0.0
4716,37012,418.1,356,190,0,858,858,9204,2225,1236,0.62,0.0
4726,37012,419.1,356,190,0,858,858,9202,2223,1236,0.62,0.0
4736,37012,420.1,356,190,0,858,858,9200,2221,1236,0.62,0.0
4746,37012,421.1,356,190,0,858,858,9198,2219,1236,0.62,0.0
4756,37012,422.1,356,190,0,858,858,9197,2218,1236,0.62,0.0
4766,37012,423.0,356,190,0,858,858,9195,2216,1235,0.62,0.0
4776,37012,424.0,356,190,0,858,858,9193,2214,1235,0.62,0.0
4786,37012,425.0,356,190,0,858,858,9192,2213,1235,0.62,0.0
4796,37012,426.0,356,190,0,858,858,9190,2211,1235,0.62,0.0
4806,37012,427.0,356,190,0,858,858,9188,2209,1235,0.62,0.0
4816,37012,428.0,356,190,0,858,858,9186,2207,1235,0.62,0.0
4826,37012,429.0,356,190,0,858,858,9185,2206,1235,0.62,0.0
4836,37012,430.0,356,190,0,858,858,9183,2204,1235,0.62,0.0
4846,37012,430.9,356,190,0,858,858,9181,2202,1235,0.62,0.0
4856,37012,431.9,356,190,0,858,858,9180,2201,1235,0.62,0.0
4866,37012,432.9,356,190,0,858,858,9178,2199,1235,0.62,0.0
4876,37012,433.9,356,190,0,858,858,9176,2197,1235,0.62,0.0
4886,37012,434.9,356,190,0,857,857,9174,2195,1235,0.62,0.0
4896,37012,435.9,356,190,0,857,857,9173,2194,1235,0.62,0.0
4906,37012,436.9,356,190,0,857,857,9171,2192,1235,0.62,0.0
4916,37012,437.9,356,190,0,857,857,9169,2190,1235,0.62,0.0
4926,37012,438.8,356,190,0,857,857,9168,2189,1235,0.62,0.0
4936,37012,439.8,356,190,0,857,857,9166,2187,1234,0.62,0.0
4946,37012,440.8,356,190,0,857,857,9164,2185,1234,0.62,0.0
4956,37012,441.8,356,190,0,857,857,9162,2183,1234,0.62,0.0
4966,37012,442.8,356,190,0,857,857,9161,2182,1234,0.62,0.0
4976,37012,443.8,356,190,0,857,857,9159,2180,1234,0.62,0.0
4986,37012,444.8,356,190,0,857,857,9157,2178,1234,0.62,0.0
4996,37012,445.8,356,190,0,857,857,9156,2177,1234,0.62,0.0
5006,37012,446.7,356,190,0,857,857,9154,2175,1234,0.62,0.0
5016,37012,447.7,356,190,0,857,857,9152,2173,1234,0.62,0.0
5026,37012,448.7,356,190,0,857,857,9150,2171,1234,0.62,0.0
5036,37012,449.7,356,190,0,857,857,9149,2170,1234,0.62,0.0
5046,37012,450.7,356,190,0,857,857,9147,2168,1234,0.62,0.0
5056,37012,451.7,356,190,0,857,857,9145,2166,1234,0.62,0.0
5066,37012,452.7,356,190,0,857,857,9144,2165,1234,0.62,0.0
5076,37012,453.7,356,190,0,857,857,9142,2163,1234,0.62,0.0
5086,37012,454.6,356,190,0,857,857,9140,2161,1234,0.62,0.0
5096,37012,455.6,356,190,0,857,857,9138,2159,1234,0.62,0.0
5106,37012,456.6,356,190,0,857,857,9137,2158,1233,0.62,0.0
5116,37012,457.6,356,190,0,857,857,9135,2156,1233,0.62,0.0
5126,37012,458.6,356,190,0,856,856,9133,2154,1233,0.62,0.0
5136,37012,459.6,356,190,0,856,856,9132,2153,1233,0.62,0.0
5146,37012,460.6,356,190,0,856,856,9130,2151,1233,0.62,0.0
5156,37012,461.6,356,190,0,856,856,9128,2149,1233,0.62,0.0
5166,37012,462.5,356,190,0,856,856,9126,2147,1233,0.62,0.0
5176,37012,463.5,356,190,0,856,856,9125,2146,1233,0.62,0.0
5186,37012,464.5,356,190,0,856,856,9123,2144,1233,0.62,0.0
5196,37012,465.5,356,190,0,856,856,9121,2142,1233,0.62,0.0
5206,37012,466.5,356,190,0,856,856,9120,2141,1233,0.62,0.0
5216,37012,467.5,356,190,0,856,856,9118,2139,1233,0.62,0.0
5226,37012,468.5,356,190,0,856,856,9116,2137,1233,0.62,0.0
5236,37012,469.5,356,190,0,856,856,9115,2136,1233,0.62,0.0
5246,37012,470.5,356,190,0,856,856,9113,2134,1233,0.62,0.0
5256,37012,471.4,356,190,0,856,856,9111,2132,1233,0.62,0.0
5266,37012,472.4,356,190,0,856,856,9109,2130,1233,0.62,0.0
5276,37012,473.4,356,190,0,856,856,9108,2129,1232,0.62,0.0
5286,37012,474.4,356,190,0,856,856,9106,2127,1232,0.62,0.0
5296,37012,475.4,356,190,0,856,856,9104,2125,1232,0.62,0.0
5306,37012,476.4,356,190,0,856,856,9103,2124,1232,0.62,0.0
5316,37012,477.4,356,190,0,856,856,9101,2122,1232,0.62,0.0
5326,37012,478.4,356,190,0,856,856,9099,2120,1232,0.62,0.0
5336,37012,479.3,356,190,0,856,856,9097,2118,1232,0.62,0.0
5346,37012,480.3,356,190,0,856,856,9096,2117,1232,0.62,0.0
5356,37012,481.3,356,190,0,856,856,9094,2115,1232,0.62,0.0
5366,37012,482.3,356,190,0,856,856,9092,2113,1232,0.62,0.0
5376,37012,483.3,356,190,0,855,855,9091,2112,1232,0.62,0.0
5386,37012,484.3,356,190,0,855,855,9089,2110,1232,0.62,0.0
5396,37012,485.3,356,190,0,855,855,9087,2108,1232,0.62,0.0
5406,37012,486.3,356,190,0,855,855,9085,2106,1232,0.62,0.0
5416,37012,487.2,356,190,0,855,855,9084,2105,1232,0.62,0.0
5426,37012,488.2,356,190,0,855,855,9082,2103,1232,0.62,0.0
5436,37012,489.2,356,190,0,855,855,9080,2101,1232,0.62,0.0
5446,37012,490.2,356,190,0,855,855,9079,2100,1231,0.62,0.0
5456,37012,491.2,356,190,0,855,855,9077,2098,1231,0.62,0.0
5466,37012,492.2,356,190,0,855,855,9075,2096,1231,0.62,0.0
5476,37012,493.2,356,190,0,855,855,9073,2094,1231,0.62,0.0
